    123 NORMALIZABLES	creatinina
      1 NORMALIZABLES	sirolimus
      1 NORMALIZABLES	sinvastatina
      1 NORMALIZABLES	sintrom
      1 NORMALIZABLES	silidosina
      1 NORMALIZABLES	sildenafil
      1 NORMALIZABLES	Sevofluorano
      1 NORMALIZABLES	sevofluorano
      1 NORMALIZABLES	sertaconazol
      1 NORMALIZABLES	serina
      1 NORMALIZABLES	septrim forte
      1 NORMALIZABLES	Seprin
      1 NORMALIZABLES	Se
      1 NORMALIZABLES	salino fisiológico
      1 NORMALIZABLES	salazopirina
      1 NORMALIZABLES	Salagen
      1 NORMALIZABLES	Saflutan
      1 NORMALIZABLES	r-TPA
      1 NORMALIZABLES	rosiglitiazona
      1 NORMALIZABLES	rosiglitazona
      1 NORMALIZABLES	Romilar
      1 NORMALIZABLES	rocuronio
      1 NORMALIZABLES	Rivotril
      1 NORMALIZABLES	ringer lactato
      1 NORMALIZABLES	ribavirina
      1 NORMALIZABLES	retinol
      1 NORMALIZABLES	reteplasa
      1 NORMALIZABLES	Resource diabet
      1 NORMALIZABLES	Replagal
      1 NORMALIZABLES	repaglinida
      1 NORMALIZABLES	Renifentanilo
      1 NORMALIZABLES	rasburicasa
      1 NORMALIZABLES	Ranitidina
      1 NORMALIZABLES	ranitidina
      1 NORMALIZABLES	R
      1 NORMALIZABLES	quinolona
      1 NORMALIZABLES	quinina
      1 NORMALIZABLES	quinaprilo
      1 NORMALIZABLES	PVA
      1 NORMALIZABLES	pseudoefedrina
      1 NORMALIZABLES	protamina
      1 NORMALIZABLES	propranolol
      1 NORMALIZABLES	Propofol
      1 NORMALIZABLES	propanolol
      1 NORMALIZABLES	Prograf
      1 NORMALIZABLES	Procarbazina
      1 NORMALIZABLES	procaína
      1 NORMALIZABLES	preparado multivitamínico
      1 NORMALIZABLES	prednisolona
      1 NORMALIZABLES	praziquantel
      1 NORMALIZABLES	Prasugrel
      1 NORMALIZABLES	ponatinib
      1 NORMALIZABLES	poliuretano
      1 NORMALIZABLES	politetrafluoroetileno
      1 NORMALIZABLES	polipropileno
      1 NORMALIZABLES	polimixina
      1 NORMALIZABLES	poliinsaturados
      1 NORMALIZABLES	polietilenglicol
      1 NORMALIZABLES	polidocanol
      1 NORMALIZABLES	Polaramine
      1 NORMALIZABLES	plomo
      1 NORMALIZABLES	Pirimetamina
      1 NORMALIZABLES	pirimetamina
      1 NORMALIZABLES	piridoxina
      1 NORMALIZABLES	piridostigmina
      1 NORMALIZABLES	piracetan
      1 NORMALIZABLES	piperacilina/tazobactam
      1 NORMALIZABLES	petidina
      1 NORMALIZABLES	periodic acid Schiff
      1 NORMALIZABLES	perfluoropropano
      1 NORMALIZABLES	penicilinas
      1 NORMALIZABLES	penicilina sódica
      1 NORMALIZABLES	penicilina G-benzatina
      1 NORMALIZABLES	Penicilina G sódica
      1 NORMALIZABLES	Penicilina G Benzatina
      1 NORMALIZABLES	penicilina G
      1 NORMALIZABLES	penicilina benzatínica
      1 NORMALIZABLES	Penicilina
      1 NORMALIZABLES	PegINF alfa
      1 NORMALIZABLES	paroxetina
      1 NORMALIZABLES	Pantoprazol
      1 NORMALIZABLES	Oxynorm
      1 NORMALIZABLES	Oxycontin
      1 NORMALIZABLES	oxigeno
      1 NORMALIZABLES	óxido nitroso
      1 NORMALIZABLES	oxidemetón-metilo
      1 NORMALIZABLES	oxicodona
      1 NORMALIZABLES	oxicilin
      1 NORMALIZABLES	oxcarbacepina
      1 NORMALIZABLES	OXC
      1 NORMALIZABLES	olmesartan
      1 NORMALIZABLES	Oil-Red
      1 NORMALIZABLES	Oftacilox
      1 NORMALIZABLES	oestradiol
      1 NORMALIZABLES	octreótide
      1 NORMALIZABLES	octeótrido
      1 NORMALIZABLES	nucleótidos
      1 NORMALIZABLES	nucleósidos
      1 NORMALIZABLES	normetanefrinas
      1 NORMALIZABLES	normetanefrina
      1 NORMALIZABLES	nitroprusiato
      1 NORMALIZABLES	Nitroplast
      1 NORMALIZABLES	Nitrógeno
      1 NORMALIZABLES	nitrógeno
      1 NORMALIZABLES	Nitrofural
      1 NORMALIZABLES	Nistatina
      1 NORMALIZABLES	nilotinib
      1 NORMALIZABLES	Neuromade
      1 NORMALIZABLES	Nervobión
      1 NORMALIZABLES	Nervinex
      1 NORMALIZABLES	Natecal D
      1 NORMALIZABLES	Nalbufina
      1 NORMALIZABLES	NaCl
      1 NORMALIZABLES	Na+
      1 NORMALIZABLES	NA
      1 NORMALIZABLES	mupirocina
      1 NORMALIZABLES	Moxifloxacino
      1 NORMALIZABLES	Montelukast
      1 NORMALIZABLES	montelukast
      1 NORMALIZABLES	mononitrato de isosorbida
      1 NORMALIZABLES	Mn
      1 NORMALIZABLES	Mitoxantrone
      1 NORMALIZABLES	mitomicina
      1 NORMALIZABLES	Midazolam
      1 NORMALIZABLES	micofenolato de mofetilo
      1 NORMALIZABLES	Micofenolato
      1 NORMALIZABLES	MIBI
      1 NORMALIZABLES	MG
      1 NORMALIZABLES	metrotrexato
      1 NORMALIZABLES	metrotexato
      1 NORMALIZABLES	metrotexate
      1 NORMALIZABLES	Metronidazol
      1 NORMALIZABLES	Metotrexato Lederle
      1 NORMALIZABLES	metoprolol
      1 NORMALIZABLES	Metilprednisolona
      1 NORMALIZABLES	metil-prednisolona
      1 NORMALIZABLES	Metilprednisolana
      1 NORMALIZABLES	metilmetacrilato
      1 NORMALIZABLES	metilfenidato
      1 NORMALIZABLES	Metilcetona
      1 NORMALIZABLES	metilcetona
      1 NORMALIZABLES	meticilina
      1 NORMALIZABLES	Metformina
      1 NORMALIZABLES	Metasystox
      1 NORMALIZABLES	metanefrinas totales
      1 NORMALIZABLES	metanefrina
      1 NORMALIZABLES	metanamina
      1 NORMALIZABLES	metal-porcelana
      1 NORMALIZABLES	metadona
      1 NORMALIZABLES	metacolina
      1 NORMALIZABLES	MESNA
      1 NORMALIZABLES	mepivacaína
      1 NORMALIZABLES	Melfalán
      1 NORMALIZABLES	melatonina
      1 NORMALIZABLES	medroxiprogesterona
      1 NORMALIZABLES	McConkey
      1 NORMALIZABLES	Maxidex
      1 NORMALIZABLES	marlex
      1 NORMALIZABLES	maprotilina
      1 NORMALIZABLES	Manidon retard
      1 NORMALIZABLES	MAG-3-Tc-99m
      1 NORMALIZABLES	MAG-3
      1 NORMALIZABLES	lovastatina
      1 NORMALIZABLES	losartán postásico
      1 NORMALIZABLES	losartan
      1 NORMALIZABLES	lormetazepam
      1 NORMALIZABLES	Lorazepam
      1 NORMALIZABLES	lorazepam
      1 NORMALIZABLES	lopinavir
      1 NORMALIZABLES	lisinopril
      1 NORMALIZABLES	Lioresal
      1 NORMALIZABLES	Linezolid
      1 NORMALIZABLES	Levotiroxina
      1 NORMALIZABLES	levotirosina
      1 NORMALIZABLES	Levofloxacino
      1 NORMALIZABLES	levetirazepam
      1 NORMALIZABLES	levetiracepam
      1 NORMALIZABLES	LEV
      1 NORMALIZABLES	Leuprorelina
      1 NORMALIZABLES	lercanidipino
      1 NORMALIZABLES	lepirudina
      1 NORMALIZABLES	lcio p
      1 NORMALIZABLES	latanoprost
      1 NORMALIZABLES	Lassar
      1 NORMALIZABLES	lactulosa
      1 NORMALIZABLES	lactosa
      1 NORMALIZABLES	Lactato Magnésico
      1 NORMALIZABLES	lactato Magnésico
      1 NORMALIZABLES	lactato de magnesio
      1 NORMALIZABLES	Lactato
      1 NORMALIZABLES	Konakión
      1 NORMALIZABLES	KeraOs
      1 NORMALIZABLES	Kenacort®-A
      1 NORMALIZABLES	Kabiven
      1 NORMALIZABLES	Isoplasmar G
      1 NORMALIZABLES	Isoniazida
      1 NORMALIZABLES	isodine
      1 NORMALIZABLES	irinotecán
      1 NORMALIZABLES	Iridium 196
      1 NORMALIZABLES	Iomeron 400
      1 NORMALIZABLES	Intralipid
      1 NORMALIZABLES	indol
      1 NORMALIZABLES	indapamida
      1 NORMALIZABLES	In111-octreótido
      1 NORMALIZABLES	Imurel
      1 NORMALIZABLES	imipenem
      1 NORMALIZABLES	Imatinib
      1 NORMALIZABLES	Ifosmamida
      1 NORMALIZABLES	Ibuprofeno
      1 NORMALIZABLES	HPBM
      1 NORMALIZABLES	homocisteína
      1 NORMALIZABLES	homocisteina
      1 NORMALIZABLES	histidina
      1 NORMALIZABLES	hipoclorito
      1 NORMALIZABLES	hidroxiúrea
      1 NORMALIZABLES	hidroxicloroquina
      1 NORMALIZABLES	hidroxiapatita
      1 NORMALIZABLES	hidromorfona
      1 NORMALIZABLES	hidrocortisona
      1 NORMALIZABLES	hidroclorotiacida
      1 NORMALIZABLES	Hidratos de Carbono
      1 NORMALIZABLES	hidrato de hidracina
      1 NORMALIZABLES	hidorcloruro de amytriptilina
      1 NORMALIZABLES	hexafluoruro de azufre
      1 NORMALIZABLES	Heparine
      1 NORMALIZABLES	heparina Na
      1 NORMALIZABLES	heparin
      1 NORMALIZABLES	Hematoxilina
      1 NORMALIZABLES	Haloperidol
      1 NORMALIZABLES	haloperidol
      1 NORMALIZABLES	H
      1 NORMALIZABLES	Guanina
      1 NORMALIZABLES	griseofulvina
      1 NORMALIZABLES	granufoam
      1 NORMALIZABLES	granisetron
      1 NORMALIZABLES	Goserelina
      1 NORMALIZABLES	Gore-tex
      1 NORMALIZABLES	glutamina
      1 NORMALIZABLES	gluconato cálcico
      1 NORMALIZABLES	Glivec
      1 NORMALIZABLES	glipizida
      1 NORMALIZABLES	glinclazida
      1 NORMALIZABLES	glimepirida
      1 NORMALIZABLES	gliclazida
      1 NORMALIZABLES	glicina
      1 NORMALIZABLES	glibenclamida
      1 NORMALIZABLES	Gevramycin
      1 NORMALIZABLES	Gemzitabina
      1 NORMALIZABLES	gadolinium-DTPA
      1 NORMALIZABLES	Gadolinio
      1 NORMALIZABLES	gabapentina
      1 NORMALIZABLES	Ga67
      1 NORMALIZABLES	fotemustina
      1 NORMALIZABLES	fosfato amónico magnésico
      1 NORMALIZABLES	Fosfato
      1 NORMALIZABLES	Fortimel
      1 NORMALIZABLES	folinato cálcico
      1 NORMALIZABLES	folatos
      1 NORMALIZABLES	folato
      1 NORMALIZABLES	fluorouracilo
      1 NORMALIZABLES	fluorometolona
      1 NORMALIZABLES	fluoroglucosa
      1 NORMALIZABLES	fluoresceína sódica
      1 NORMALIZABLES	fluoracilo
      1 NORMALIZABLES	Fludarabina
      1 NORMALIZABLES	Fluconazol
      1 NORMALIZABLES	filgastrim
      1 NORMALIZABLES	fenotiacinas
      1 NORMALIZABLES	fenofibrato
      1 NORMALIZABLES	fenobarbital
      1 NORMALIZABLES	Fenitoína
      1 NORMALIZABLES	fenitoina
      1 NORMALIZABLES	Fe
      1 NORMALIZABLES	Fabrazyme
      1 NORMALIZABLES	ezetimibe
      1 NORMALIZABLES	everolimus
      1 NORMALIZABLES	etomidato
      1 NORMALIZABLES	etanefrinas 
      1 NORMALIZABLES	Estroncio
      1 NORMALIZABLES	Estreptomicina
      1 NORMALIZABLES	estradiol
      1 NORMALIZABLES	estatina
      1 NORMALIZABLES	Espironolactona
      1 NORMALIZABLES	ertapenem
      1 NORMALIZABLES	epoprostenol sódico
      1 NORMALIZABLES	epirubicina
      1 NORMALIZABLES	Epirrubicina
      1 NORMALIZABLES	epirrubicina
      1 NORMALIZABLES	Enantyun
      1 NORMALIZABLES	Enantyum
      1 NORMALIZABLES	enalaprilo
      1 NORMALIZABLES	Emtricitabina
      1 NORMALIZABLES	emtricitabina
      1 NORMALIZABLES	EFV
      1 NORMALIZABLES	EFAVIRENS
      1 NORMALIZABLES	edrofonio
      1 NORMALIZABLES	Edemox
      1 NORMALIZABLES	eatinina 2
      1 NORMALIZABLES	Dysport
      1 NORMALIZABLES	D-xilosa
      1 NORMALIZABLES	D-penicilamina
      1 NORMALIZABLES	Doxurrubicina
      1 NORMALIZABLES	Doxorubicina
      1 NORMALIZABLES	doxorubicina
      1 NORMALIZABLES	Doxiciclina
      1 NORMALIZABLES	doxazosina
      1 NORMALIZABLES	doxaciclina
      1 NORMALIZABLES	dosazoxina
      1 NORMALIZABLES	Dormicum
      1 NORMALIZABLES	Docetaxel
      1 NORMALIZABLES	diuréticos tiazídicos
      1 NORMALIZABLES	diurético de asa
      1 NORMALIZABLES	dipirona
      1 NORMALIZABLES	Diluton
      1 NORMALIZABLES	digoxina
      1 NORMALIZABLES	digluconato de clorhexidina
      1 NORMALIZABLES	Difenilhidantoína
      1 NORMALIZABLES	Difehilhidantoína
      1 NORMALIZABLES	didanosina
      1 NORMALIZABLES	dicumarinicos
      1 NORMALIZABLES	dicloxacilina
      1 NORMALIZABLES	Diclofenaco-lepori
      1 NORMALIZABLES	diclofenaco sódico
      1 NORMALIZABLES	Diclofenaco
      1 NORMALIZABLES	Diazapam
      1 NORMALIZABLES	Diatracin
      1 NORMALIZABLES	Dexketoprofeno trometamol
      1 NORMALIZABLES	dexclorfeniramina
      1 NORMALIZABLES	daunorrubicina
      1 NORMALIZABLES	Darunavir
      1 NORMALIZABLES	darunavir
      1 NORMALIZABLES	Daptomicina
      1 NORMALIZABLES	dactinomicina
      1 NORMALIZABLES	Dacron
      1 NORMALIZABLES	Dacortin
      1 NORMALIZABLES	Dacarbazina
      1 NORMALIZABLES	dacarbacina
      1 NORMALIZABLES	Dabigatran
      1 NORMALIZABLES	dabigatran
      1 NORMALIZABLES	Cu
      1 NORMALIZABLES	Cresophene
      1 NORMALIZABLES	Creat
      1 NORMALIZABLES	crea
      1 NORMALIZABLES	CPT11
      1 NORMALIZABLES	corticosteroides
      1 NORMALIZABLES	corticosteroide
      1 NORMALIZABLES	coproporfirinas
      1 NORMALIZABLES	Contour
      1 NORMALIZABLES	condroitin sulfato
      1 NORMALIZABLES	complejo B
      1 NORMALIZABLES	Combigan
      1 NORMALIZABLES	colesterol-LDL
      1 NORMALIZABLES	colesterol-HDL
      1 NORMALIZABLES	Colesterol HDL
      1 NORMALIZABLES	colecalciferol
      1 NORMALIZABLES	colchicina
      1 NORMALIZABLES	Codeína
      1 NORMALIZABLES	cobalto
      1 NORMALIZABLES	Cobalaminas
      1 NORMALIZABLES	CO3H
      1 NORMALIZABLES	Co 60
      1 NORMALIZABLES	Cloxacilina
      1 NORMALIZABLES	cloruros
      1 NORMALIZABLES	cloruro mórfico
      1 NORMALIZABLES	clortalidona
      1 NORMALIZABLES	cloroquina
      1 NORMALIZABLES	Cloro
      1 NORMALIZABLES	clorhidrato de pseudoefedrina
      1 NORMALIZABLES	clorazepato dipotásico
      1 NORMALIZABLES	clonazepan
      1 NORMALIZABLES	Clonacepam
      1 NORMALIZABLES	clioquinol
      1 NORMALIZABLES	c-LDL
      1 NORMALIZABLES	claversal
      1 NORMALIZABLES	citrato potásico
      1 NORMALIZABLES	citrato de fentanilo
      1 NORMALIZABLES	Citarabina
      1 NORMALIZABLES	cisplatin
      1 NORMALIZABLES	cisatracurium
      1 NORMALIZABLES	cipro-floxacina
      1 NORMALIZABLES	Cilastatina
      1 NORMALIZABLES	Ciclosporina
      1 NORMALIZABLES	Ciclopléjico
      1 NORMALIZABLES	ciclopléjico
      1 NORMALIZABLES	Cicloplegic
      1 NORMALIZABLES	ciclopentolato clorhidrato
      1 NORMALIZABLES	ciclopentolato
      1 NORMALIZABLES	cianoacrilato
      1 NORMALIZABLES	Chibroxín
      1 NORMALIZABLES	cHDL
      1 NORMALIZABLES	Cetonas
      1 NORMALIZABLES	Cetirizina
      1 NORMALIZABLES	Cernevit
      1 NORMALIZABLES	Celox
      1 NORMALIZABLES	Cellcept
      1 NORMALIZABLES	Cefuroxima-axetilo
      1 NORMALIZABLES	cefuroxima
      1 NORMALIZABLES	Ceftazidima
      1 NORMALIZABLES	Cefotaxima
      1 NORMALIZABLES	cefixima
      1 NORMALIZABLES	Cefazolina
      1 NORMALIZABLES	cefalotina
      1 NORMALIZABLES	cefalosporinas de tercera generación
      1 NORMALIZABLES	Cavit
      1 NORMALIZABLES	catecolaminas libres
      1 NORMALIZABLES	Caspofungina
      1 NORMALIZABLES	caspofungina
      1 NORMALIZABLES	Casenglicol
      1 NORMALIZABLES	carvedilol
      1 NORMALIZABLES	carmelosa sódica
      1 NORMALIZABLES	carburo de tungsteno
      1 NORMALIZABLES	Carbonato cálcico
      1 NORMALIZABLES	carbocisteína
      1 NORMALIZABLES	Carbamazepina
      1 NORMALIZABLES	capsaícina
      1 NORMALIZABLES	Capecitabina
      1 NORMALIZABLES	candesartan
      1 NORMALIZABLES	calcipotriol
      1 NORMALIZABLES	Calcio corregido
      1 NORMALIZABLES	calcio corregido
      1 NORMALIZABLES	calcifediol
      1 NORMALIZABLES	cafeína
      1 NORMALIZABLES	cabergolina
      1 NORMALIZABLES	ca
      1 NORMALIZABLES	budesonida
      1 NORMALIZABLES	BT
      1 NORMALIZABLES	bromuro de tiotropio
      1 NORMALIZABLES	bromhidrato de dextrometorfano
      1 NORMALIZABLES	bromazepan
      1 NORMALIZABLES	Bortezomid
      1 NORMALIZABLES	borato sódico
      1 NORMALIZABLES	bleomicina
      1 NORMALIZABLES	bleom<icina
      1 NORMALIZABLES	bisfosfonatos
      1 NORMALIZABLES	bimatoprost
      1 NORMALIZABLES	Biguanid
      1 NORMALIZABLES	Bicarbonato
      1 NORMALIZABLES	Betametazona
      1 NORMALIZABLES	beta-lactámicos
      1 NORMALIZABLES	betalactámicos
      1 NORMALIZABLES	betafosfato tricálcico
      1 NORMALIZABLES	Besilato de atracurio
      1 NORMALIZABLES	benzodiazepinas
      1 NORMALIZABLES	benzodiacepina
      1 NORMALIZABLES	benzamidas
      1 NORMALIZABLES	Bendamustina
      1 NORMALIZABLES	bemiparina
      1 NORMALIZABLES	beclometasona
      1 NORMALIZABLES	BD
      1 NORMALIZABLES	BCG intravesical
      1 NORMALIZABLES	bases xánticas
      1 NORMALIZABLES	barnidipino
      1 NORMALIZABLES	barbitúricos
      1 NORMALIZABLES	baclofeno
      1 NORMALIZABLES	bacitracina-zinc
      1 NORMALIZABLES	B6
      1 NORMALIZABLES	azul de Prusia
      1 NORMALIZABLES	azúcar
      1 NORMALIZABLES	aztreonam
      1 NORMALIZABLES	azitromicina
      1 NORMALIZABLES	Azathiproprina
      1 NORMALIZABLES	Azathioprina
      1 NORMALIZABLES	AVK
      1 NORMALIZABLES	Avandia
      1 NORMALIZABLES	Auxina A+E
      1 NORMALIZABLES	atropina sulfato
      1 NORMALIZABLES	Atrasentan
      1 NORMALIZABLES	Atorvastatina
      1 NORMALIZABLES	Atenolol
      1 NORMALIZABLES	atecolaminas 
      1 NORMALIZABLES	Aspirina
      1 NORMALIZABLES	argón plasma
      1 NORMALIZABLES	arginina
      1 NORMALIZABLES	Arg
      1 NORMALIZABLES	ARA II
      1 NORMALIZABLES	anticumarínicos
      1 NORMALIZABLES	anhídrido carbónico
      1 NORMALIZABLES	Anfotericina
      1 NORMALIZABLES	Andrógeno
      1 NORMALIZABLES	Anakinra
      1 NORMALIZABLES	anakinra
      1 NORMALIZABLES	Ampicilina
      1 NORMALIZABLES	amoxilina-clavulánico
      1 NORMALIZABLES	amoxicilna-clavulánico
      1 NORMALIZABLES	Amoxicilina-clavulánico
      1 NORMALIZABLES	amoxicilina + clavulánico
      1 NORMALIZABLES	Amisulpride
      1 NORMALIZABLES	amisulpi-ride
      1 NORMALIZABLES	amikazina
      1 NORMALIZABLES	amfotericina-B
      1 NORMALIZABLES	Amfotericina B
      1 NORMALIZABLES	Ameride
      1 NORMALIZABLES	aluminio
      1 NORMALIZABLES	algodón
      1 NORMALIZABLES	alginato
      1 NORMALIZABLES	alfacalcidiol
      1 NORMALIZABLES	alcohol metílico
      1 NORMALIZABLES	alcohol etílico
      1 NORMALIZABLES	alcohol de polivinilo
      1 NORMALIZABLES	alcalinizantes
      1 NORMALIZABLES	AINE-s
      1 NORMALIZABLES	agua oxigenada
      1 NORMALIZABLES	AGCM
      1 NORMALIZABLES	Agar Chocolate
      1 NORMALIZABLES	agar
      1 NORMALIZABLES	agalsidasa beta
      1 NORMALIZABLES	agalsidasa alfa
      1 NORMALIZABLES	Adriamicina liposomial
      1 NORMALIZABLES	Adenocor
      1 NORMALIZABLES	Acuprel
      1 NORMALIZABLES	Actiq
      1 NORMALIZABLES	actinomicina-D
      1 NORMALIZABLES	acrílico
      1 NORMALIZABLES	ácidos grasos omega 3
      1 NORMALIZABLES	ácidos grasos monoinsaturados
      1 NORMALIZABLES	ácidos grasos de cadena media
      1 NORMALIZABLES	ácidos biliares
      1 NORMALIZABLES	Ácido Zoledrónico
      1 NORMALIZABLES	ácido zoledrónico
      1 NORMALIZABLES	ácido zoledrómico
      1 NORMALIZABLES	ácido tranexámico
      1 NORMALIZABLES	acido folínico
      1 NORMALIZABLES	Ácido clavulánico
      1 NORMALIZABLES	ácido aminocaproico
      1 NORMALIZABLES	ácido alendrónico
      1 NORMALIZABLES	acido acetilsalicílico
      1 NORMALIZABLES	ácido acetil salicílico
      1 NORMALIZABLES	acetónido de triamcinolona
      1 NORMALIZABLES	acetona
      1 NORMALIZABLES	Acetilsalicílico ácido
      1 NORMALIZABLES	Acetato de Megestrol
      1 NORMALIZABLES	acetato de megestrol
      1 NORMALIZABLES	acero
      1 NORMALIZABLES	acenocumarina
      1 NORMALIZABLES	aceclofenaco
      1 NORMALIZABLES	Acalka
      1 NORMALIZABLES	ac. Fólico
      1 NORMALIZABLES	A.I.N.E.
      1 NORMALIZABLES	A
      1 NORMALIZABLES	99mTecnecio
      1 NORMALIZABLES	99mTc
      1 NORMALIZABLES	6-Metil-Prednisolona
      1 NORMALIZABLES	67Galio
      1 NORMALIZABLES	67Ga
      1 NORMALIZABLES	60Cobalto
      1 NORMALIZABLES	5HIAA
      1 NORMALIZABLES	5-fluoracilo
      1 NORMALIZABLES	5-aminosalicílico
      1 NORMALIZABLES	25-OH-D
      1 NORMALIZABLES	25OHCC
      1 NORMALIZABLES	25 hidroxivitamina D
      1 NORMALIZABLES	18FDG
      1 NORMALIZABLES	17-cetosteroides
      1 NORMALIZABLES	123I-MIBG
      1 NORMALIZABLES	1,25-dihidroxivitamina D
      1 NORMALIZABLES	1,25 DHCC
      1 NORMALIZABLES	02
      1 NO_NORMALIZABLES	vitamina D4
      1 NO_NORMALIZABLES	Tulgrasum
      1 NO_NORMALIZABLES	triptanos
      1 NO_NORMALIZABLES	Tobradex
      1 NO_NORMALIZABLES	Tachosil
      1 NO_NORMALIZABLES	Sueroral
      1 NO_NORMALIZABLES	suero lavador
      1 NO_NORMALIZABLES	Poly-pred
      1 NO_NORMALIZABLES	Nd-YAG
      1 NO_NORMALIZABLES	monocryl
      1 NO_NORMALIZABLES	metamina de plata
      1 NO_NORMALIZABLES	mármol
      1 NO_NORMALIZABLES	Kabiven
      1 NO_NORMALIZABLES	In.111 pentreótida
      1 NO_NORMALIZABLES	HDP-Tc99M
      1 NO_NORMALIZABLES	granito
      1 NO_NORMALIZABLES	fluoroquinolonas
      1 NO_NORMALIZABLES	Fluoropirimidinas9
      1 NO_NORMALIZABLES	Cernevit
      1 NO_NORMALIZABLES	Biobrane
      1 NO_NORMALIZABLES	beta y alfaadrenérgico
      1 NO_NORMALIZABLES	antivitamina K
      1 NO_NORMALIZABLES	Aminoven
      1 NO_NORMALIZABLES	alfaadrenérgico
      1 NO_NORMALIZABLES	agar sangre y chocolate
      1 NO_NORMALIZABLES	Agar Columbia
      1 NO_NORMALIZABLES	Agar Brucella
      1 NO_NORMALIZABLES	ácidos poliláctico y poliglicólico
      1 NO_NORMALIZABLES	acido
